country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,year,month,day,month_ab,month_name
Palestine,PSE,2021-12-28,,,,,8688.0,,,,1663.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,12,28,Dec,December
Yemen,YEM,2022-03-04,,,,,719.0,,,,24.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/,2022,3,4,Mar,March
Armenia,ARM,2021-07-06,,,,,2385.0,,,,804.0,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,7,6,Jul,July
Eswatini,SWZ,2022-01-08,417510.0,341385.0,311347.0,,2103.0,35.61,29.12,26.56,1794.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2022,1,8,Jan,January
Iceland,ISL,2021-12-08,,,,,3518.0,,,,9539.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,2021,12,8,Dec,December
Portugal,PRT,2022-01-24,21020144.0,,9185301.0,82078.0,88296.0,206.73,,90.34,8684.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2022,1,24,Jan,January
Cape Verde,CPV,2022-02-25,,,,,1740.0,,,,3097.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,2,25,Feb,February
Liechtenstein,LIE,2021-04-11,7416.0,4640.0,3032.0,0.0,130.0,19.39,12.13,7.93,3398.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,4,11,Apr,April
South Sudan,SSD,2021-04-12,,,,,95.0,,,,8.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2021,4,12,Apr,April
French Polynesia,PYF,2021-10-17,,,,,643.0,,,,2276.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,10,17,Oct,October
Spain,ESP,2021-09-30,70153507.0,37702384.0,36667138.0,69686.0,58953.0,150.08,80.66,78.44,1261.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2021,9,30,Sep,September
Solomon Islands,SLB,2021-12-24,,,,,818.0,,,,1162.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,24,Dec,December
Northern Ireland,OWID_NIR,2021-12-11,3203049.0,1385295.0,1283759.0,7681.0,15522.0,168.94,73.06,67.71,8187.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,12,11,Dec,December
Portugal,PRT,2021-06-21,7739475.0,4971146.0,3091855.0,70617.0,104983.0,76.12,48.89,30.41,10325.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2021,6,21,Jun,June
Liberia,LBR,2021-09-15,,,,,114.0,,,,22.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,9,15,Sep,September
Jersey,JEY,2021-07-27,,,,,664.0,,,,6570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,2021,7,27,Jul,July
Venezuela,VEN,2021-06-11,739962.0,588066.0,151896.0,,18433.0,2.58,2.05,0.53,642.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/,2021,6,11,Jun,June
Rwanda,RWA,2021-07-08,,,,,1720.0,,,,130.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,7,8,Jul,July
Norway,NOR,2021-11-07,8146164.0,4223607.0,3770730.0,1245.0,10913.0,149.04,77.28,68.99,1997.0,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data,2021,11,7,Nov,November
Libya,LBY,2021-08-04,712213.0,661010.0,,,23638.0,10.24,9.5,,3397.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2021,8,4,Aug,August
Croatia,HRV,2021-04-06,526414.0,427387.0,99027.0,,9326.0,12.9,10.47,2.43,2285.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr,2021,4,6,Apr,April
Myanmar,MMR,2021-12-06,,,,,274475.0,,,,5008.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,12,6,Dec,December
Venezuela,VEN,2021-06-05,,,,,18433.0,,,,642.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/,2021,6,5,Jun,June
Togo,TGO,2021-08-06,,,,,2315.0,,,,273.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,8,6,Aug,August
Maldives,MDV,2021-04-16,313363.0,278069.0,35294.0,1310.0,4348.0,57.64,51.15,6.49,7998.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2021,4,16,Apr,April
Northern Ireland,OWID_NIR,2021-11-28,3012036.0,1367181.0,1270186.0,25833.0,13713.0,158.86,72.11,66.99,7233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,11,28,Nov,November
Aruba,ABW,2022-02-08,166939.0,86912.0,80027.0,74.0,58.0,155.73,81.08,74.66,541.0,Pfizer/BioNTech,Government of Aruba,https://www.government.aw,2022,2,8,Feb,February
Uganda,UGA,2022-03-01,,,,,57415.0,,,,1218.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/,2022,3,1,Mar,March
Namibia,NAM,2021-09-05,,,,,3175.0,,,,1227.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2021,9,5,Sep,September
Bangladesh,BGD,2022-03-07,217266600.0,125588721.0,87310746.0,1467914.0,1046971.0,130.64,75.52,52.5,6296.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php,2022,3,7,Mar,March
Belgium,BEL,2022-02-09,24492289.0,9190019.0,8957520.0,62738.0,30666.0,210.55,79.0,77.01,2636.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/,2022,2,9,Feb,February
Sao Tome and Principe,STP,2021-05-13,,,,,53.0,,,,237.0,Oxford/AstraZeneca,World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,5,13,May,May
Morocco,MAR,2021-06-17,17261906.0,9372198.0,7889708.0,208539.0,146319.0,46.22,25.1,21.13,3918.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,6,17,Jun,June
Wales,OWID_WLS,2021-09-18,4582013.0,2368230.0,2213783.0,2219.0,2219.0,144.54,74.71,69.84,700.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,9,18,Sep,September
Taiwan,TWN,2021-04-24,42672.0,42672.0,,149.0,1460.0,0.18,0.18,,61.0,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og,2021,4,24,Apr,April
Bosnia and Herzegovina,BIH,2021-08-30,,,,,6601.0,,,,2023.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,8,30,Aug,August
Zimbabwe,ZWE,2021-04-08,181700.0,154566.0,27134.0,2283.0,10835.0,1.2,1.02,0.18,718.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,2021,4,8,Apr,April
Cambodia,KHM,2022-01-23,32555191.0,14334165.0,13735381.0,62526.0,121275.0,192.11,84.59,81.05,7156.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://web.facebook.com/MinistryofHealthofCambodia/posts/341471994676237,2022,1,23,Jan,January
Spain,ESP,2021-10-28,71943760.0,38036436.0,37315511.0,164294.0,95449.0,153.91,81.37,79.83,2042.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2021,10,28,Oct,October
Poland,POL,2021-11-27,41536389.0,20807234.0,20398724.0,,137783.0,109.89,55.05,53.97,3645.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,2021,11,27,Nov,November
Suriname,SUR,2021-03-20,11879.0,11879.0,,2683.0,699.0,2.01,2.01,,1181.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/,2021,3,20,Mar,March
Cook Islands,COK,2021-09-05,,,,,15.0,,,,854.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,9,5,Sep,September
Nigeria,NGA,2021-08-22,,,,,11342.0,,,,54.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,8,22,Aug,August
Nigeria,NGA,2021-08-29,,,,,21616.0,,,,102.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,8,29,Aug,August
Greenland,GRL,2021-08-29,,,,,259.0,,,,4554.0,Moderna,Government of Greenland,https://corona.nun.gl,2021,8,29,Aug,August
Jamaica,JAM,2021-05-02,,,,,570.0,,,,192.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/,2021,5,2,May,May
Ecuador,ECU,2021-06-21,4232430.0,2944399.0,1288031.0,67172.0,71171.0,23.66,16.46,7.2,3979.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2021,6,21,Jun,June
Myanmar,MMR,2021-05-11,,,,,50126.0,,,,915.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,5,11,May,May
Peru,PER,2022-02-20,60429024.0,27280748.0,23640608.0,161067.0,180064.0,181.15,81.78,70.87,5398.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion,2022,2,20,Feb,February
Gabon,GAB,2022-03-05,,,,,93.0,,,,41.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2022,3,5,Mar,March
Sint Maarten (Dutch part),SXM,2021-08-13,47084.0,24797.0,22287.0,,84.0,108.44,57.11,51.33,1935.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,8,13,Aug,August
Bhutan,BTN,2022-01-30,1435774.0,593980.0,570751.0,,5024.0,184.1,76.16,73.18,6442.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,1,30,Jan,January
Laos,LAO,2021-03-21,,,,,3397.0,,,,460.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php,2021,3,21,Mar,March
Finland,FIN,2021-06-26,,,,,39184.0,,,,7062.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov,2021,6,26,Jun,June
Equatorial Guinea,GNQ,2022-03-17,,,,,281.0,,,,194.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/,2022,3,17,Mar,March
Senegal,SEN,2022-01-24,,,,,4472.0,,,,260.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,1,24,Jan,January
Jersey,JEY,2021-04-22,,,,,841.0,,,,8321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,2021,4,22,Apr,April
British Virgin Islands,VGB,2021-12-19,,,,,39.0,,,,1282.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2021,12,19,Dec,December
Gabon,GAB,2022-01-10,,,,,3128.0,,,,1373.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2022,1,10,Jan,January
Maldives,MDV,2021-11-24,,,,,640.0,,,,1177.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2021,11,24,Nov,November
Mongolia,MNG,2021-07-19,3950708.0,2108868.0,1841840.0,19831.0,7071.0,118.67,63.34,55.32,2124.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/,2021,7,19,Jul,July
Senegal,SEN,2021-04-29,410924.0,410924.0,,3943.0,2641.0,2.39,2.39,,154.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,4,29,Apr,April
Serbia,SRB,2021-03-08,1704790.0,1081366.0,623424.0,53497.0,33455.0,24.81,15.74,9.07,4869.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/,2021,3,8,Mar,March
Kosovo,OWID_KOS,2021-08-23,,,,,18743.0,,,,10517.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://msh.rks-gov.net/sq/statistikat-covid-19/,2021,8,23,Aug,August
Trinidad and Tobago,TTO,2021-04-19,17695.0,17695.0,,1233.0,1167.0,1.26,1.26,,832.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query,2021,4,19,Apr,April
Ghana,GHA,2021-03-02,,,,,28893.0,,,,911.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,3,2,Mar,March
Seychelles,SYC,2021-09-23,,,,,379.0,,,,3832.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,9,23,Sep,September
Djibouti,DJI,2021-10-30,,,,,608.0,,,,607.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,10,30,Oct,October
Northern Cyprus,OWID_CYN,2021-02-12,,,,,1403.0,,,,3671.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021,2,12,Feb,February
Anguilla,AIA,2022-01-12,,,,,21.0,,,,1388.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2022,1,12,Jan,January
Albania,ALB,2022-02-23,,,,,2663.0,,,,927.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2754244-vaksinime/,2022,2,23,Feb,February
Democratic Republic of Congo,COD,2022-01-12,,,,,5760.0,,,,62.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022,1,12,Jan,January
Comoros,COM,2021-11-02,,,,,2988.0,,,,3363.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,2,Nov,November
Jordan,JOR,2021-11-21,7755890.0,4081129.0,3674761.0,13683.0,13360.0,75.53,39.74,35.78,1301.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,21,Nov,November
Nepal,NPL,2021-06-08,,,,,5606.0,,,,189.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report,2021,6,8,Jun,June
Sri Lanka,LKA,2022-03-15,38954710.0,16977594.0,14346957.0,31711.0,61494.0,181.21,78.98,66.74,2861.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-03_22.pdf,2022,3,15,Mar,March
Tajikistan,TJK,2022-02-11,,,,,46690.0,,,,4789.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022,2,11,Feb,February
Poland,POL,2021-03-23,5193835.0,3385827.0,1808008.0,115907.0,83987.0,13.74,8.96,4.78,2222.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,2021,3,23,Mar,March
Uruguay,URY,2021-04-01,736035.0,675878.0,60157.0,48103.0,38145.0,21.12,19.39,1.73,10945.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/,2021,4,1,Apr,April
Nauru,NRU,2021-12-15,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,15,Dec,December
Dominican Republic,DOM,2021-11-22,13707991.0,6850198.0,5545879.0,20731.0,16215.0,125.14,62.54,50.63,1480.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/,2021,11,22,Nov,November
Kyrgyzstan,KGZ,2021-12-07,2074950.0,1146191.0,922951.0,8874.0,7597.0,31.3,17.29,13.92,1146.0,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/,2021,12,7,Dec,December
Bonaire Sint Eustatius and Saba,BES,2021-08-29,,,,,196.0,,,,7412.0,"Moderna, Pfizer/BioNTech",World Health Organization,https://www.rivm.nl/sites/default/files/2021-09/COVID-19_website_rapport_eilanden_engels_35_20210902_1409.pdf,2021,8,29,Aug,August
Burkina Faso,BFA,2022-02-19,,,,,27639.0,,,,1286.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,2,19,Feb,February
Trinidad and Tobago,TTO,2022-03-17,1537143.0,744403.0,706781.0,753.0,701.0,109.53,53.04,50.36,500.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query,2022,3,17,Mar,March
Saudi Arabia,SAU,2021-11-27,47293262.0,24576709.0,22370726.0,27808.0,40003.0,133.82,69.54,63.3,1132.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.who.int/,2021,11,27,Nov,November
Thailand,THA,2021-06-21,7906696.0,5678848.0,2227848.0,227639.0,199359.0,11.3,8.12,3.18,2850.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/,2021,6,21,Jun,June
Australia,AUS,2021-07-05,8361030.0,6416805.0,1944225.0,135044.0,122904.0,32.42,24.88,7.54,4766.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/,2021,7,5,Jul,July
South Sudan,SSD,2022-02-09,,,,,8390.0,,,,737.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2022,2,9,Feb,February
Nigeria,NGA,2021-07-04,,,,,63716.0,,,,301.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,7,4,Jul,July
Liechtenstein,LIE,2021-02-09,1027.0,897.0,194.0,75.0,27.0,2.68,2.34,0.51,706.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,2,9,Feb,February
Falkland Islands,FLK,2021-03-21,,,,,14.0,,,,3968.0,Oxford/AstraZeneca,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4401230323224594,2021,3,21,Mar,March
Hungary,HUN,2021-01-26,170476.0,152704.0,17772.0,8161.0,5317.0,1.77,1.59,0.18,552.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-402-ezer-beoltott-2906-az-uj-fertozott-es-elhunyt-40-beteg,2021,1,26,Jan,January
Wallis and Futuna,WLF,2021-10-17,,,,,18.0,,,,1622.0,Moderna,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,10,17,Oct,October
Uruguay,URY,2021-08-25,5405427.0,2637985.0,2498187.0,65.0,28870.0,155.1,75.69,71.68,8284.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/,2021,8,25,Aug,August
Guernsey,GGY,2021-07-28,92011.0,,,288.0,233.0,145.16,,,3676.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats,2021,7,28,Jul,July
Bhutan,BTN,2022-01-26,,,,,21486.0,,,,27550.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,1,26,Jan,January
Solomon Islands,SLB,2021-04-26,,,,,266.0,,,,378.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,4,26,Apr,April
Italy,ITA,2021-04-20,16281242.0,11537806.0,4743799.0,335069.0,329787.0,26.97,19.11,7.86,5463.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2021,4,20,Apr,April
